idDatosGrasas,Aceite Base,Espesante,Grado NLGI Consistencia,Viscosidad del Aceite Base a 40°C. cSt,"Penetración de Cono a 25°C, 0.1mm","Punto de Gota, °C","Estabilidad Mecánica, %","Punto de Soldadura Cuatro Bolas, kgf","Desgaste Cuatro Bolas, mm","Carga Timken Ok, lb","Resistencia al Lavado por Agua a 80°C, %",Factor de Velocidad,"Temperatura de Servicio °C, min","Temperatura de Servicio °C, max",descripcion,color,textura
34,3,5,0.0,116.78928035882149,395.8894215216926,185.46460408498672,10.623516238366989,332.4900102215989,-99.0,47.81410429577097,-99.0,381488.91885772214,-14.561701148974079,113.30549055555369,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
44,5,4,1.5,231.7859691909021,345.4387942678743,200.8757929818863,7.608613259133076,320.6765512327245,0.5,47.03881008415688,4.108965058435531,-99.0,-20.489544198712345,90.0,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
4,1,0,1.5,201.2755563567969,273.85028284781515,296.7917890903689,4.674985128698845,486.40059419796455,0.45,-99.0,2.8793402068385374,-99.0,-14.661837711053844,152.66612161463925,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
38,3,5,3.0,133.60269310247622,270.23175096156785,239.03170148213266,5.65679617353434,318.5821766897212,-99.0,46.07676568087978,2.3878734821509937,404170.17734330293,-13.504433015190095,109.27031914720749,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
21,3,2,1.5,233.0680206940315,478.2236068487713,108.41115439156,-99.0,337.7363712561613,-99.0,42.4354933555628,-99.0,299160.22744595545,-5.336668953554255,158.81069318236604,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en estas industrias.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
24,4,2,1.0,108.2811640157781,234.01723916148418,259.08887712151216,3.161150317965343,251.0356955516556,-99.0,40.416901175865405,3.12758929368176,725001.5405422343,-4.731775991461359,163.8263285638219,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
21,3,2,1.0,193.19259704206212,462.0757757083137,107.80918139724974,-99.0,323.1668950096927,-99.0,40.733825587245306,-99.0,287032.20812729374,-5.051409657806727,163.20826794348196,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en estas industrias.
El producto estÃ¡ aprobada por NSF como lubricante tipo H1 para contacto incidental con alimentos.",5,0
44,5,4,2.5,238.89579103320239,344.1616214626997,195.4040136229825,8.277973687494308,318.90925779838415,0.5,43.88747457765943,4.161090765799363,-99.0,-18.13234451879364,90.0,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
35,3,5,1.0,128.81299415975207,356.6057689590076,230.48989873057286,11.319687024667921,330.50036897822764,-99.0,43.12456942332462,-99.0,401153.93918517086,-13.910551241738974,107.9371904546188,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
4,1,0,3.0,235.63484564587353,281.3569905742518,303.93849004223074,4.8881332619634685,524.255553978479,0.45,-99.0,2.9675750929421087,-99.0,-14.498292401392604,156.2498233515299,"El producto es una grasa lubricante elaborada con una mezcla de bases minerales espesada con complejo sulfonato de calcio el cual por su naturaleza le provee una extraordinaria resistencia tÃ©rmica y antioxidante, con una configuraciÃ³n de aditivos anti-oxidantes, anti-corrosivos, anti-herrumbrantes, anti-desgaste y de extrema presiÃ³n que le permite mantener una excelente lubricidad y soporte de carga extrema en condiciones criticas.",2,0
26,4,-99,2.0,225.71827341590046,258.9221404555804,277.54256158889314,6.632693870944329,292.07946784114296,-99.0,40.0,2.396361491255236,360377.7495089447,-5.318905035409594,157.29558376717546,"El producto es una grasa lubricante para aplicaciones en la industria alimenticia,  en donde se requiere una alta resistencia a condiciones de humedad, vapores Ã¡cidos y desinfectantes utilizados en la industria alimenticia.
Los componentes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn el CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations) .",7,0
11,1,0,0.0,754.2207407279889,261.18206387200865,295.7614875183196,1.432790443237014,874.0891685776675,0.5,66.90857571730714,2.7853569548829022,303377.89331924124,-7.930263078469156,156.16412114332485,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
45,5,4,1.0,204.32156864523694,335.8380546251653,275.7145516107888,5.3848783963024,317.35506150961896,0.5,47.43631958770947,3.036394002021053,-99.0,-21.94108289237457,90.0,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
47,4,-99,1.5,42.396729980325006,313.80381787212866,225.31460209654597,15.0,250.0,-99.0,40.0,4.075204604165097,1011669.8432825743,-10.479655526826082,157.56673301085604,"El producto es una grasa lubricante para aplicaciones de alta velocidad en la industria alimenticia, es resistente a condiciones de humedad, vapores y desinfectantes utilizados en la industria alimenticia.
Los ingredientes con los que se utilizan en su elaboraciÃ³n cumplen con las especificaciones marcadas por la FDA como lubricante para contacto accidental con alimentos segÃºn CFR (Code of Federal Regulations, 21 Parts 170-19 Food additives and related regulations). ",5,0
13,2,0,1.0,525.397430670776,304.62398801539535,301.197024612162,0.7789084700242689,480.3709780010513,-99.0,57.79564368874416,0.39950787498009444,-99.0,-19.98147373263436,183.29175212058453,"El producto es una grasa lubricante de servicio pesado, espesada con un novedoso jabÃ³n de complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua, posee excelentes propiedades de lubricaciÃ³n en condiciones de cargas severas y de extrema presiÃ³n, junto con su propiedad de sellar eficazmente contra influencias ambientales y en especial del agua.",3,0
31,1,1,0.0,693.3311514011194,309.9415257848979,257.8101235625577,6.6460349562811265,669.2674880593333,0.48,49.669744351766774,1.4992511859942919,207500.85704939876,-5.221353842971073,149.21809387536283,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
1,0,0,2.5,667.1548615501939,268.20574411895797,302.2118022156007,1.0534729975792732,518.8518765234412,-99.0,60.05847049201176,0.5648497177355947,195419.43540539898,4.58259382207363,209.38305510019774,"El producto es grasa lubricante de servicio pesado, espesada con jabÃ³n complejo sulfonato de calcio que por su naturaleza es altamente resistente a la oxidaciÃ³n, la corrosiÃ³n y al lavado por agua.
El producto posee excelentes propiedades sellantes, de resistencia a la humedad, mantiene alta protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste excepcionales. ",0,0
31,1,1,3.0,655.6547377991059,285.1710811131626,262.885812991676,6.352953363760521,594.6316312044733,0.48,47.392014166058175,1.4917265390794785,196809.43509971543,-5.421178950999099,148.13443664088635,"El producto es un grasa lubricante con propiedades especiales de gran adhesiÃ³n y elevado soporte a cargas extremas, esta elaborada a base de aceites minerales altamente refinados espesados con un agente complejo de Aluminio-Poliurea.
Por sus caracterÃ­sticas es ideal para la lubricaciÃ³n de mecanismos que operan en velocidades bajas, ademÃ¡s proporciona excelentes propiedades de sellado contra los medios hÃºmedos y contaminantes agresivos como sustancias alcalinas y acidas.",4,1
2,1,0,2.5,500.528199941732,310.43995560707265,308.6506024559297,2.5810903749080443,898.3436412082139,0.5,70.58450675818338,2.9314296190361384,302651.92448384187,-27.282910261816173,143.6316458075741,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua y alto soporte de carga extrema.
La composiciÃ³n de los aceites y la base de jabÃ³n complejo sulfonato de calcio proporciona excelente protecciÃ³n anti-desgaste, alto soporte de carga extrema, protecciÃ³n anti-corrosiva en medios quÃ­micamente agresivos, asÃ­ como una excelente estabilidad mecÃ¡nica, contiene 5% de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas.",1,1
43,-99,4,2.5,339.0476369977194,259.4479230993017,302.31647804060935,1.998106457794228,898.9910418650494,0.4,57.73173627386504,1.2382612634265158,313926.7439215596,-14.139291577139604,146.51719502243614,"El producto es una grasa lubricante de gran adherencia y consistencia, con excelente resistencia al lavado de agua, alto soporte de carga extrema y lubricantes solidos.
Los aceites y la base de jabÃ³n complejo de litio especial proporciona una excelente estabilidad mecÃ¡nica y tÃ©rmica permitiendo trabajar bajo condiciones extremas de baja y alta temperatura. Su paquete de aditivos de extrema presiÃ³n y anti-desgaste le permiten soportar las cargas mÃ¡s extremas de equipos fuera de mina ademÃ¡s de proporcionar protecciÃ³n anticorrosiva tanto a aleaciones ferrosas como de cobre.
Contiene 5 % de lubricantes sÃ³lidos para brindar una mayor resistencia a la pelÃ­cula lubricante en condiciones extremas de vibraciÃ³n y carga.",1,0
38,3,5,2.0,118.56831637945972,284.14255747514244,240.18743508811315,5.163431907036262,320.10490411672447,-99.0,47.90911547234601,2.2801951931506608,397620.4385726963,-15.523174510994114,107.84862289431585,"El producto es una grasa lubricante para aplicaciones donde los requerimientos tÃ©cnicos exigen un rendimiento de larga duraciÃ³n, estÃ¡n elaboradas a base de aceites minerales de alta refinaciÃ³n, espesados con un agente especial a base de poliurea compleja y aditivada con un conjunto de componentes que aportan gran rendimiento en condiciones de oxidaciÃ³n, corrosiÃ³n y carga, logrando con ello excelentes propiedades lubricantes para mÃºltiples aplicaciones.",4,0
22,4,2,1.5,89.9497392146624,335.2125001209907,261.68672874726735,3.4553364222096663,263.1898245528125,-99.0,40.269066506577154,2.924986119136197,873577.8077483466,-9.022591900605713,167.0495028878129,"El producto es una grasa lubricante para aplicaciones generales en la industria alimenticia,  resistente a condiciones de humedad, vapores y desinfectantes utilizados en la estas industrias.
El producto cumple con los lineamientos de la NSF (National Sanitation Foundation) como lubricante tipo H1 para contacto incidental con alimentos.",5,0
45,5,4,3.0,204.26878779141174,318.31726151621234,273.98949823091067,4.779344535228274,319.4312672170381,0.5,43.07662868033777,3.1380505981779114,-99.0,-20.745673880731225,91.43895436892716,"El producto es una grasa formulada con aceite base mineral, un espesante de Complejo de Litio y aditivos seleccionados que  dan como resultado excelente estabilidad mecÃ¡nica,  tÃ©rmica y una lubricaciÃ³n de larga vida.
Mantiene protecciÃ³n anticorrosiva y caracterÃ­sticas de soporte de carga/anti-desgaste extraordinarias por largos periodos",4,4
